compound,ra,rb,fe,bg,a,b,c,shape
PtBiO3,0.67,0.9,0.027,0.0,4.178,4.178,4.178,cubic
RhDyO3,0.67,0.91,-1.03,0.0,4.291,4.291,4.291,cubic
RhYO3,0.67,0.9,-1.003,0.0,4.308,4.308,4.308,cubic
FeVO3,0.92,0.58,-1.596,0.0,3.735,3.735,3.735,cubic
SnCoO3,0.81,0.53,-1.019,0.0,3.728,3.728,3.728,cubic
AsMoO3,0.58,0.65,-1.092,0.0,3.932,3.932,3.932,cubic
PaTcO3,0.95,0.6,-1.481,0.0,3.962,3.962,3.962,cubic
NdPrO3,1.35,0.85,-2.611,0.745,4.505,4.505,4.505,cubic
VAuO3,0.72,0.93,-0.187,0.0,4.028,4.028,4.028,cubic
BNaO3,0.27,1.02,1.582,0.0,4.017,4.017,4.017,cubic
PmSmO3,1.14,0.96,-2.797,1.365,4.395,4.395,4.395,cubic
BiPtO3,1.38,0.67,-0.595,0.0,4.049,4.049,4.049,cubic
HfTcO3,0.83,0.6,-1.263,0.0,3.885,3.885,3.885,cubic
CdNaO3,1.31,1.02,0.149,0.0,4.002,4.002,4.002,cubic
AgRbO3,1.28,1.52,0.957,0.0,4.318,4.318,4.318,cubic
GaLiO3,0.62,0.76,-0.355,0.0,3.524,3.524,3.524,cubic
BaTaO3,1.61,0.68,-3.108,0.0,4.104,4.104,4.104,cubic
SbGdO3,0.68,0.94,-1.691,0.0,4.352,4.352,4.352,cubic
GaGeO3,0.62,0.63,-1.238,0.0,3.722,3.722,3.722,cubic
HfPaO3,0.83,0.91,-1.662,0.0,4.385,4.385,4.385,cubic
MgBeO3,0.89,0.45,-1.631,0.0,3.43,3.43,3.43,cubic
GaRuO3,0.62,0.57,-0.923,0.0,3.882,3.882,3.882,cubic
RhHoO3,0.67,0.9,-1.065,0.0,4.271,4.271,4.271,cubic
RbBeO3,1.72,0.45,-0.763,0.0,3.775,3.775,3.775,cubic
CrAuO3,0.57,0.93,-0.171,0.0,4.031,4.031,4.031,cubic
PdAuO3,0.75,0.93,0.523,0.0,4.028,4.028,4.028,cubic
TmHfO3,1.09,0.71,-3.054,0.0,4.064,4.064,4.064,cubic
Cs2O3,1.88,1.67,-0.241,0.0,4.538,4.538,4.538,cubic
GdAgO3,1.11,0.75,-1.484,0.0,4.023,4.023,4.023,cubic
HfMgO3,0.83,0.72,-2.321,1.042,3.682,3.682,3.682,cubic
PtGeO3,0.67,0.63,-0.466,0.0,3.749,3.749,3.749,cubic
SmIrO3,1.32,0.63,-1.741,0.0,3.969,3.969,3.969,cubic
BAuO3,0.27,0.93,1.11,0.0,3.983,3.983,3.983,cubic
PtAlO3,0.67,0.54,-1.139,0.0,3.671,3.671,3.671,cubic
IrVO3,0.68,0.64,-0.69,0.0,3.782,3.782,3.782,cubic
HoBiO3,1.12,0.9,-1.489,0.0,4.361,4.361,4.361,cubic
RuNbO3,0.68,0.68,-1.319,0.0,3.993,3.993,3.993,cubic
ThEuO3,1.21,1.06,-2.424,0.0,4.322,4.322,4.322,cubic
TlErO3,1.7,0.89,-1.816,0.0,4.321,4.321,4.321,cubic
HoMoO3,1.12,0.65,-2.251,0.0,3.949,3.949,3.949,cubic
YbSrO3,1.04,1.18,-1.585,0.0,4.367,4.367,4.367,cubic
ZrSiO3,0.89,0.4,-2.058,0.0,3.628,3.628,3.628,cubic
AcLaO3,1.12,1.03,-2.983,1.423,4.562,4.562,4.562,cubic
NdPmO3,1.27,0.97,-2.78,1.128,4.428,4.428,4.428,cubic
SbWO3,0.76,0.66,-1.317,0.0,3.997,3.997,3.997,cubic
GdNdO3,1.11,0.98,-2.551,0.78,4.453,4.453,4.453,cubic
PuTmO3,0.96,0.96,-3.067,0.0,4.219,4.219,4.219,cubic
CeAcO3,1.24,1.12,-2.462,0.0,4.671,4.671,4.671,cubic
ScRuO3,0.87,0.57,-1.563,0.0,3.868,3.868,3.868,cubic
AsTeO3,0.58,0.97,-0.364,0.0,4.129,4.129,4.129,cubic
TiVO3,0.86,0.58,-2.002,0.0,3.757,3.757,3.757,cubic
FeRhO3,0.92,0.6,-0.455,0.0,3.859,3.859,3.859,cubic
MgBO3,0.89,0.27,-1.546,0.0,3.32,3.32,3.32,cubic
MgCdO3,0.89,0.95,-0.643,0.0,4.052,4.052,4.052,cubic
BPdO3,0.27,0.62,0.797,0.0,3.868,3.868,3.868,cubic
InTmO3,0.92,0.96,-1.908,0.0,4.239,4.239,4.239,cubic
NbBO3,0.74,0.27,-1.261,0.0,3.4,3.4,3.4,cubic
SnTmO3,0.81,0.88,-2.049,0.0,4.263,4.263,4.263,cubic
MgAuO3,0.89,0.93,-0.507,0.0,4.003,4.003,4.003,cubic
PrNaO3,1.18,1.02,-1.605,0.0,3.996,3.996,3.996,cubic
AuAlO3,0.93,0.54,-1.196,0.0,3.716,3.716,3.716,cubic
RhSnO3,0.61,0.69,-0.612,0.0,4.012,4.012,4.012,cubic
GdSbO3,1.11,0.76,-1.794,0.0,4.212,4.212,4.212,cubic
CsNaO3,1.88,1.02,-0.06,0.0,4.406,4.406,4.406,cubic
YbCaO3,1.04,1.0,-1.861,0.0,4.184,4.184,4.184,cubic
TcRhO3,0.6,0.61,-0.119,0.0,3.905,3.905,3.905,cubic
InPdO3,0.92,0.75,-0.587,0.0,3.955,3.955,3.955,cubic
OsFeO3,0.57,0.67,-0.009,0.0,3.817,3.817,3.817,cubic
ZnAlO3,0.9,0.54,-1.756,0.0,3.642,3.642,3.642,cubic
ZrBiO3,0.89,0.76,-0.845,0.0,4.318,4.318,4.318,cubic
CoInO3,0.61,0.8,-0.345,0.0,4.077,4.077,4.077,cubic
LuPuO3,1.03,0.83,-2.506,0.0,4.355,4.355,4.355,cubic
BeHfO3,0.45,0.71,-1.942,0.0,4.024,4.024,4.024,cubic
PrYO3,1.18,0.9,-3.1,2.003,4.291,4.291,4.291,cubic
Gd2O3,1.11,0.94,-2.85,1.454,4.319,4.319,4.319,cubic
SbTaO3,0.68,0.68,-1.877,0.0,4.046,4.046,4.046,cubic
BTmO3,0.27,0.96,-0.539,0.0,4.264,4.264,4.264,cubic
MoSmO3,0.65,1.22,-0.972,0.0,4.379,4.379,4.379,cubic
AuScO3,0.93,0.75,-1.244,0.0,4.057,4.057,4.057,cubic
SiNdO3,0.4,0.98,-1.131,0.0,4.417,4.417,4.417,cubic
TmAuO3,1.05,0.93,-1.204,0.0,4.082,4.082,4.082,cubic
OsEuO3,0.57,1.06,0.193,0.0,4.272,4.272,4.272,cubic
SbAuO3,0.68,0.93,-0.15,0.0,4.1,4.1,4.1,cubic
CsLiO3,1.88,0.76,-0.212,0.0,4.018,4.018,4.018,cubic
OsHgO3,0.57,1.11,1.156,0.0,4.152,4.152,4.152,cubic
PdYO3,0.76,0.9,-1.149,0.0,4.344,4.344,4.344,cubic
CsBaO3,1.88,1.35,-1.047,0.0,4.708,4.708,4.708,cubic
LiSrO3,0.92,1.18,-0.716,0.0,4.499,4.499,4.499,cubic
EuAcO3,1.48,1.12,-2.572,0.0,4.597,4.597,4.597,cubic
AsRhO3,0.58,0.67,-0.309,0.0,3.887,3.887,3.887,cubic
LaPrO3,1.36,0.99,-2.792,0.859,4.517,4.517,4.517,cubic
IrGaO3,0.68,0.62,-0.219,0.0,3.763,3.763,3.763,cubic
TeOsO3,0.77,0.57,-0.435,0.0,3.967,3.967,3.967,cubic
ReYO3,0.57,0.9,-0.649,0.0,4.284,4.284,4.284,cubic
YbHoO3,1.04,0.9,-2.792,0.0,4.232,4.232,4.232,cubic
OsNpO3,0.57,0.86,-0.81,0.0,4.301,4.301,4.301,cubic
TeCuO3,0.77,0.68,-0.393,0.0,3.784,3.784,3.784,cubic
TcBO3,0.6,0.27,-0.597,0.0,3.397,3.397,3.397,cubic
CeTeO3,1.34,0.97,-1.664,0.0,4.278,4.278,4.278,cubic
NiMgO3,0.59,0.72,-0.33,0.0,3.832,3.832,3.832,cubic
CsTbO3,1.88,0.84,-1.962,0.0,4.544,4.544,4.544,cubic
GaTeO3,0.62,0.77,-0.953,0.0,4.082,4.082,4.082,cubic
NdBiO3,1.27,1.03,-1.711,0.0,4.364,4.364,4.364,cubic
ThAgO3,1.21,0.95,-1.66,0.0,4.095,4.095,4.095,cubic
RbEuO3,1.72,1.06,-1.421,0.0,4.553,4.553,4.553,cubic
UMoO3,1.03,0.69,-2.307,0.0,4.0,4.0,4.0,cubic
BeCdO3,0.45,0.95,0.302,0.0,4.017,4.017,4.017,cubic
YPaO3,1.08,0.91,-2.407,0.0,4.463,4.463,4.463,cubic
ErSbO3,1.06,0.76,-1.678,0.0,4.198,4.198,4.198,cubic
NpCeO3,0.98,0.94,-2.562,0.38,4.55,4.55,4.55,cubic
AsAuO3,0.52,0.93,0.26,0.0,4.041,4.041,4.041,cubic
YReO3,1.08,0.58,-1.911,0.0,3.947,3.947,3.947,cubic
RhErO3,0.67,0.89,-1.097,0.0,4.251,4.251,4.251,cubic
CrUO3,0.8,0.89,-2.557,0.0,4.303,4.303,4.303,cubic
BiNpO3,1.38,0.86,-1.976,0.0,4.408,4.408,4.408,cubic
CrTcO3,0.57,0.6,-1.435,0.0,3.865,3.865,3.865,cubic
ThBiO3,1.21,0.9,-1.528,0.0,4.407,4.407,4.407,cubic
RbBaO3,1.72,1.35,-1.034,0.0,4.647,4.647,4.647,cubic
LuLaO3,1.03,1.03,-2.27,0.0,4.498,4.498,4.498,cubic
BiCdO3,1.38,0.95,-0.626,0.0,4.141,4.141,4.141,cubic
ScUO3,0.87,0.76,-2.48,0.0,4.345,4.345,4.345,cubic
CrTeO3,0.8,0.97,-1.024,0.0,4.078,4.078,4.078,cubic
BOsO3,0.27,0.57,-0.029,0.0,3.829,3.829,3.829,cubic
GeIrO3,0.73,0.63,-0.566,0.0,3.918,3.918,3.918,cubic
PuAsO3,0.96,0.52,-1.955,0.0,4.018,4.018,4.018,cubic
TaNiO3,0.74,0.48,-0.846,0.0,3.659,3.659,3.659,cubic
ZnHgO3,0.9,1.11,0.194,0.0,4.104,4.104,4.104,cubic
PrAcO3,1.18,1.12,-2.418,0.0,4.684,4.684,4.684,cubic
VGaO3,0.72,0.62,-1.438,0.0,3.758,3.758,3.758,cubic
BeSnO3,0.45,0.69,-0.796,0.0,3.968,3.968,3.968,cubic
ReHoO3,0.57,0.9,-0.716,0.0,4.25,4.25,4.25,cubic
SnUO3,0.81,0.89,-2.396,0.0,4.372,4.372,4.372,cubic
SmAuO3,1.24,0.93,-1.405,0.0,4.11,4.11,4.11,cubic
PaMnO3,0.95,0.62,-2.024,0.0,3.916,3.916,3.916,cubic
RhTmO3,0.67,0.88,-1.14,0.0,4.226,4.226,4.226,cubic
RuPaO3,0.62,0.91,-1.439,0.0,4.354,4.354,4.354,cubic
ScGdO3,0.87,0.94,-2.339,0.448,4.306,4.306,4.306,cubic
ZnErO3,0.9,0.89,-1.53,0.0,4.241,4.241,4.241,cubic
ZrTbO3,0.89,0.84,-1.963,0.0,4.27,4.27,4.27,cubic
BeGaO3,0.45,0.62,-0.692,0.0,3.738,3.738,3.738,cubic
WVO3,0.66,0.64,-0.867,0.0,3.817,3.817,3.817,cubic
SiReO3,0.4,0.57,-0.889,0.0,3.902,3.902,3.902,cubic
OsPbO3,0.57,0.99,0.55,0.0,4.196,4.196,4.196,cubic
PrPuO3,1.18,0.83,-2.825,0.0,4.381,4.381,4.381,cubic
CrNiO3,0.8,0.48,-0.812,0.0,3.671,3.671,3.671,cubic
PbLiO3,1.49,0.76,-0.608,0.0,3.727,3.727,3.727,cubic
CrDyO3,0.57,0.99,-1.738,0.0,4.308,4.308,4.308,cubic
HfNiO3,0.83,0.69,-1.67,0.0,3.666,3.666,3.666,cubic
PaSmO3,0.95,0.96,-2.118,0.0,4.397,4.397,4.397,cubic
LaUO3,1.36,0.76,-2.868,0.0,4.415,4.415,4.415,cubic
RhCuO3,0.67,0.54,0.102,0.0,3.717,3.717,3.717,cubic
ZnHfO3,0.9,0.71,-2.279,0.0,4.048,4.048,4.048,cubic
TcPtO3,0.6,0.67,0.154,0.0,3.971,3.971,3.971,cubic
AuHfO3,0.93,0.71,-1.855,0.0,4.091,4.091,4.091,cubic
LuReO3,1.03,0.63,-1.769,0.0,3.929,3.929,3.929,cubic
GaOsO3,0.62,0.57,-0.97,0.0,3.896,3.896,3.896,cubic
IrFeO3,0.68,0.65,-0.072,0.0,3.795,3.795,3.795,cubic
TmPrO3,1.09,0.85,-2.304,0.0,4.483,4.483,4.483,cubic
YbDyO3,1.04,0.91,-2.759,0.0,4.257,4.257,4.257,cubic
ScBeO3,0.87,0.45,-2.449,0.0,3.436,3.436,3.436,cubic
OsGaO3,0.57,0.62,-0.195,0.0,3.808,3.808,3.808,cubic
DyPrO3,1.19,0.85,-2.403,0.321,4.487,4.487,4.487,cubic
TiMoO3,0.86,0.65,-1.638,0.0,3.902,3.902,3.902,cubic
GaWO3,0.62,0.62,-1.84,0.0,3.939,3.939,3.939,cubic
ThNpO3,1.21,0.86,-2.663,0.0,4.432,4.432,4.432,cubic
DyRuO3,1.19,0.62,-1.91,0.0,3.911,3.911,3.911,cubic
BeMnO3,0.45,0.53,-0.913,0.0,3.657,3.657,3.657,cubic
IrLuO3,0.68,0.86,-0.826,0.0,4.177,4.177,4.177,cubic
WSbO3,0.63,0.68,-0.034,0.0,4.081,4.081,4.081,cubic
BeAlO3,0.45,0.54,-1.523,0.0,3.583,3.583,3.583,cubic
SiSrO3,0.4,1.18,-0.202,0.0,4.389,4.389,4.389,cubic
FeGeO3,0.92,0.53,-1.199,0.0,3.691,3.691,3.691,cubic
BaWO3,1.61,0.66,-2.57,0.0,4.059,4.059,4.059,cubic
IrMgO3,0.63,0.72,-0.299,0.0,3.724,3.724,3.724,cubic
CaPmO3,1.34,0.97,-2.511,0.0,4.399,4.399,4.399,cubic
SnGdO3,0.81,0.94,-1.899,0.0,4.354,4.354,4.354,cubic
TeCoO3,0.97,0.53,-0.626,0.0,3.746,3.746,3.746,cubic
WCrO3,0.66,0.62,-0.8,0.0,3.799,3.799,3.799,cubic
TeUO3,0.97,0.76,-2.051,0.0,4.368,4.368,4.368,cubic
YRuO3,1.08,0.57,-1.904,0.0,3.917,3.917,3.917,cubic
ZnCoO3,0.9,0.53,-0.659,0.0,3.665,3.665,3.665,cubic
LaEuO3,1.36,0.95,-2.492,0.0,4.294,4.294,4.294,cubic
DyLuO3,1.08,0.86,-3.148,2.163,4.147,4.147,4.147,cubic
TiOsO3,0.74,0.57,-0.939,0.0,3.876,3.876,3.876,cubic
TbRhO3,1.1,0.6,-1.747,0.0,3.916,3.916,3.916,cubic
NbSiO3,0.79,0.4,-1.605,0.0,3.607,3.607,3.607,cubic
ThLaO3,1.21,1.03,-2.466,0.0,4.522,4.522,4.522,cubic
PtAgO3,0.67,0.95,0.763,0.0,4.004,4.004,4.004,cubic
AuPtO3,0.93,0.67,0.175,0.0,3.975,3.975,3.975,cubic
RhBeO3,0.6,0.45,-0.776,0.0,3.422,3.422,3.422,cubic
ThLuO3,1.21,0.86,-3.16,0.0,4.181,4.181,4.181,cubic
YPbO3,1.08,0.99,-1.505,0.0,4.24,4.24,4.24,cubic
DyPtO3,1.08,0.67,-1.556,0.0,4.01,4.01,4.01,cubic
CsCuO3,1.88,0.68,-0.291,0.0,3.983,3.983,3.983,cubic
DyGdO3,1.08,0.94,-2.789,1.31,4.312,4.312,4.312,cubic
RbNdO3,1.72,0.98,-1.996,0.0,4.6,4.6,4.6,cubic
HoInO3,1.12,0.8,-2.123,1.521,4.089,4.089,4.089,cubic
NaCsO3,1.39,1.67,-0.125,0.0,4.365,4.365,4.365,cubic
RhUO3,0.67,0.76,-1.826,0.0,4.294,4.294,4.294,cubic
UPuO3,1.17,0.83,-2.69,0.0,4.441,4.441,4.441,cubic
MoRhO3,0.69,0.67,-0.181,0.0,3.894,3.894,3.894,cubic
MoTcO3,0.73,0.6,-0.626,0.0,3.902,3.902,3.902,cubic
NdSnO3,1.35,0.69,-2.162,0.0,4.139,4.139,4.139,cubic
YbThO3,1.14,0.94,-3.229,1.129,4.541,4.541,4.541,cubic
SbGeO3,0.68,0.63,-1.148,0.0,3.87,3.87,3.87,cubic
PtAsO3,0.67,0.52,-0.136,0.0,3.807,3.807,3.807,cubic
WUO3,0.66,1.03,-1.234,0.0,4.323,4.323,4.323,cubic
AuAsO3,0.93,0.52,-0.389,0.0,3.803,3.803,3.803,cubic
AsVO3,0.58,0.58,-1.241,0.0,3.805,3.805,3.805,cubic
Au2O3,0.93,0.93,0.53,0.0,4.05,4.05,4.05,cubic
SnYO3,0.81,0.9,-1.911,0.0,4.336,4.336,4.336,cubic
FeMgO3,0.85,0.72,-0.875,0.0,3.769,3.769,3.769,cubic
WPdO3,0.66,0.86,0.378,0.0,3.93,3.93,3.93,cubic
LiPbO3,0.92,0.99,-0.818,0.0,4.218,4.218,4.218,cubic
ReZnO3,0.57,0.74,0.156,0.0,3.786,3.786,3.786,cubic
HfSiO3,0.83,0.4,-1.854,0.0,3.616,3.616,3.616,cubic
HgTbO3,1.14,0.84,-1.299,0.0,4.351,4.351,4.351,cubic
VMoO3,0.79,0.65,-1.616,0.0,3.907,3.907,3.907,cubic
MgPbO3,0.89,0.78,-1.047,0.0,4.171,4.171,4.171,cubic
ReNdO3,0.57,0.98,-0.384,0.0,4.425,4.425,4.425,cubic
TaBeO3,0.68,0.45,-1.946,0.0,3.394,3.394,3.394,cubic
CaYO3,1.34,0.9,-2.666,0.0,4.295,4.295,4.295,cubic
OsInO3,0.57,0.8,0.256,0.0,4.096,4.096,4.096,cubic
Os2O3,0.57,0.57,0.351,0.0,3.898,3.898,3.898,cubic
V2O3,0.72,0.64,-1.888,0.0,3.766,3.766,3.766,cubic
RePuO3,0.57,0.83,-0.93,0.0,4.344,4.344,4.344,cubic
BZnO3,0.27,0.74,0.757,0.0,3.752,3.752,3.752,cubic
BaSnO3,1.61,0.69,-2.443,0.883,4.154,4.154,4.154,cubic
PtSmO3,0.67,0.96,-0.705,0.0,4.403,4.403,4.403,cubic
RuWO3,0.68,0.66,-0.985,0.0,3.913,3.913,3.913,cubic
IrBiO3,0.63,0.9,0.311,0.0,4.204,4.204,4.204,cubic
HgHoO3,1.14,0.9,-1.483,0.0,4.311,4.311,4.311,cubic
AsDyO3,0.58,0.91,-1.302,0.0,4.283,4.283,4.283,cubic
AgMgO3,1.28,0.72,-0.609,0.0,3.865,3.865,3.865,cubic
RuThO3,0.68,0.94,-1.453,0.0,4.528,4.528,4.528,cubic
CsYO3,1.88,0.9,-2.091,0.0,4.535,4.535,4.535,cubic
BEuO3,0.27,1.06,0.233,0.0,4.434,4.434,4.434,cubic
TbPmO3,1.1,0.97,-2.478,1.041,4.411,4.411,4.411,cubic
GdTeO3,1.11,0.97,-1.48,0.0,4.236,4.236,4.236,cubic
BiHoO3,1.38,0.9,-2.046,0.0,4.287,4.287,4.287,cubic
YbEuO3,1.04,0.95,-2.033,0.0,4.172,4.172,4.172,cubic
BeTcO3,0.45,0.6,-0.81,0.0,3.835,3.835,3.835,cubic
TcVO3,0.6,0.64,-1.206,0.0,3.817,3.817,3.817,cubic
PbCdO3,1.49,0.95,-0.598,0.0,4.171,4.171,4.171,cubic
FeReO3,0.92,0.63,-1.072,0.0,3.923,3.923,3.923,cubic
YbLaO3,1.04,1.03,-2.533,0.0,4.446,4.446,4.446,cubic
NbPaO3,0.77,0.91,-1.584,0.0,4.371,4.371,4.371,cubic
RuTeO3,0.68,0.97,-0.102,0.0,4.117,4.117,4.117,cubic
RuOsO3,0.62,0.57,-0.168,0.0,3.877,3.877,3.877,cubic
DyOsO3,1.08,0.57,-1.693,0.0,3.934,3.934,3.934,cubic
ScZrO3,0.87,0.72,-2.773,0.0,4.106,4.106,4.106,cubic
GeOsO3,0.63,0.57,-0.749,0.0,3.91,3.91,3.91,cubic
SiBeO3,0.4,0.45,-0.972,0.0,3.382,3.382,3.382,cubic
TaVO3,0.74,0.58,-1.347,0.0,3.805,3.805,3.805,cubic
AlGeO3,0.54,0.63,-1.324,0.0,3.71,3.71,3.71,cubic
PbMgO3,1.49,0.72,-1.304,0.0,3.93,3.93,3.93,cubic
RhCrO3,0.67,0.62,-0.803,0.0,3.754,3.754,3.754,cubic
AuBeO3,0.93,0.45,-0.464,0.0,3.534,3.534,3.534,cubic
OsNiO3,0.57,0.59,0.303,0.0,3.696,3.696,3.696,cubic
RePmO3,0.57,0.97,-0.434,0.0,4.391,4.391,4.391,cubic
ThCaO3,1.21,1.0,-2.698,0.815,4.151,4.151,4.151,cubic
MgDyO3,0.89,0.99,-2.039,0.0,4.256,4.256,4.256,cubic
TmYO3,1.05,0.9,-2.787,1.077,4.251,4.251,4.251,cubic
ScReO3,0.87,0.58,-1.683,0.0,3.903,3.903,3.903,cubic
RuYO3,0.62,0.9,-0.951,0.0,4.286,4.286,4.286,cubic
UCoO3,1.03,0.61,-2.265,0.0,3.764,3.764,3.764,cubic
ZnTcO3,0.9,0.6,-1.145,0.0,3.862,3.862,3.862,cubic
RbSnO3,1.72,0.69,-1.502,0.0,4.16,4.16,4.16,cubic
CuKO3,0.68,1.38,1.129,0.0,4.389,4.389,4.389,cubic
NbCeO3,0.72,1.01,-0.998,0.0,4.509,4.509,4.509,cubic
MgLiO3,0.89,0.76,-0.861,0.0,3.547,3.547,3.547,cubic
MgTlO3,0.89,1.2,-0.655,0.0,4.153,4.153,4.153,cubic
AgTlO3,1.28,1.2,0.113,0.0,4.214,4.214,4.214,cubic
Nb2O3,0.72,0.72,-1.569,0.0,4.007,4.007,4.007,cubic
ThWO3,1.21,0.66,-2.188,0.0,4.007,4.007,4.007,cubic
SiAuO3,0.4,0.93,0.178,0.0,4.023,4.023,4.023,cubic
PuSnO3,0.96,0.69,-2.172,0.0,4.12,4.12,4.12,cubic
TaRhO3,0.74,0.6,-0.31,0.0,3.878,3.878,3.878,cubic
RhAgO3,0.67,0.75,0.585,0.0,3.993,3.993,3.993,cubic
SiHfO3,0.4,0.71,-2.188,1.454,4.058,4.058,4.058,cubic
AsPuO3,0.52,0.83,-1.563,0.0,4.329,4.329,4.329,cubic
WSmO3,0.66,0.96,-0.595,0.0,4.374,4.374,4.374,cubic
TiAlO3,0.67,0.54,-2.499,0.0,3.589,3.589,3.589,cubic
CsCdO3,1.88,0.95,-0.457,0.0,4.36,4.36,4.36,cubic
CoMgO3,0.9,0.72,-0.777,0.0,3.779,3.779,3.779,cubic
ZrLuO3,0.89,0.86,-2.399,0.0,4.128,4.128,4.128,cubic
LaCaO3,1.36,1.0,-2.484,0.0,4.187,4.187,4.187,cubic
ZnGeO3,0.9,0.53,-1.247,0.0,3.69,3.69,3.69,cubic
ErPbO3,1.06,0.99,-1.44,0.0,4.273,4.273,4.273,cubic
NiVO3,0.69,0.58,-1.169,0.0,3.71,3.71,3.71,cubic
OsHfO3,0.57,0.71,-1.262,0.0,4.062,4.062,4.062,cubic
BiThO3,1.38,0.94,-2.299,0.0,4.571,4.571,4.571,cubic
YbHgO3,1.04,1.11,-1.118,0.0,4.112,4.112,4.112,cubic
BKO3,0.27,1.38,1.879,0.0,4.396,4.396,4.396,cubic
AsCoO3,0.58,0.61,-0.584,0.0,3.659,3.659,3.659,cubic
WGdO3,0.66,0.94,-0.735,0.0,4.308,4.308,4.308,cubic
GaFeO3,0.62,0.67,-0.988,0.0,3.753,3.753,3.753,cubic
ScTaO3,0.87,0.64,-2.534,0.0,3.972,3.972,3.972,cubic
NbAuO3,0.77,0.93,0.091,0.0,4.056,4.056,4.056,cubic
RhFeO3,0.67,0.65,-0.448,0.0,3.776,3.776,3.776,cubic
SiTaO3,0.4,0.68,-1.842,0.0,3.983,3.983,3.983,cubic
HgMgO3,1.14,0.72,-0.734,0.0,3.9,3.9,3.9,cubic
MgLuO3,0.89,0.86,-2.202,0.0,4.162,4.162,4.162,cubic
AlCuO3,0.54,0.54,-0.668,0.0,3.641,3.641,3.641,cubic
HfTeO3,0.83,0.97,-0.593,0.0,4.198,4.198,4.198,cubic
ScHoO3,0.87,0.9,-2.501,0.687,4.226,4.226,4.226,cubic
TlYbO3,1.7,0.95,-1.043,0.0,4.185,4.185,4.185,cubic
BGeO3,0.27,0.53,-0.116,0.0,3.682,3.682,3.682,cubic
ZnSnO3,0.9,0.69,-1.124,0.0,3.996,3.996,3.996,cubic
TbPaO3,1.1,0.91,-2.271,0.0,4.462,4.462,4.462,cubic
GdPbO3,1.11,0.78,-1.554,0.0,4.264,4.264,4.264,cubic
SnMnO3,0.81,0.53,-1.495,0.0,3.845,3.845,3.845,cubic
RhMgO3,0.61,0.72,-0.519,0.0,3.74,3.74,3.74,cubic
HoOsO3,1.12,0.57,-1.667,0.0,3.931,3.931,3.931,cubic
CeNdO3,1.34,0.98,-2.776,1.055,4.479,4.479,4.479,cubic
NaAgO3,1.39,0.95,-0.237,0.0,4.04,4.04,4.04,cubic
LaSiO3,1.36,0.4,-2.751,0.0,3.817,3.817,3.817,cubic
CeBO3,1.14,0.27,-2.358,1.934,3.594,3.594,3.594,cubic
PuPtO3,0.96,0.67,-1.536,0.0,4.039,4.039,4.039,cubic
AuOsO3,0.93,0.57,-0.451,0.0,3.892,3.892,3.892,cubic
TcGeO3,0.6,0.63,-0.791,0.0,3.775,3.775,3.775,cubic
IrRuO3,0.68,0.68,0.168,0.0,3.865,3.865,3.865,cubic
GdTmO3,1.11,0.88,-3.122,1.964,4.195,4.195,4.195,cubic
TiTmO3,0.74,0.96,-1.991,0.0,4.175,4.175,4.175,cubic
LiZnO3,0.92,0.74,-0.625,0.0,3.806,3.806,3.806,cubic
MoGdO3,0.69,0.94,-1.095,0.0,4.32,4.32,4.32,cubic
NpPmO3,0.98,0.97,-2.827,0.966,4.429,4.429,4.429,cubic
PdSbO3,0.86,0.68,-0.726,0.0,3.953,3.953,3.953,cubic
RbGdO3,1.72,0.94,-2.092,0.0,4.493,4.493,4.493,cubic
GdTbO3,1.11,0.92,-2.778,1.582,4.292,4.292,4.292,cubic
URhO3,1.03,0.67,-1.883,0.0,3.97,3.97,3.97,cubic
NaZnO3,1.39,0.74,-0.71,0.0,3.848,3.848,3.848,cubic
TiErO3,0.74,0.89,-1.936,0.0,4.205,4.205,4.205,cubic
BTlO3,0.27,1.2,0.987,0.0,4.191,4.191,4.191,cubic
BeUO3,0.45,0.89,-1.951,0.0,4.289,4.289,4.289,cubic
CuZnO3,0.68,0.74,-0.068,0.0,3.788,3.788,3.788,cubic
PdUO3,0.86,0.89,-1.997,0.538,4.209,4.209,4.209,cubic
LiBaO3,0.92,1.35,-0.716,0.0,4.522,4.522,4.522,cubic
PmCaO3,1.14,1.0,-2.296,0.0,4.146,4.146,4.146,cubic
AgErO3,1.28,0.89,-1.386,0.0,4.303,4.303,4.303,cubic
SiNiO3,0.4,0.48,-0.37,0.0,3.639,3.639,3.639,cubic
ZrTeO3,0.89,0.77,-0.83,0.0,4.2,4.2,4.2,cubic
SiCuO3,0.4,0.68,-0.229,0.0,3.673,3.673,3.673,cubic
YCeO3,1.08,1.01,-2.323,0.389,4.536,4.536,4.536,cubic
PrSnO3,1.18,0.69,-2.187,0.0,4.151,4.151,4.151,cubic
NiAlO3,0.59,0.54,-1.28,0.0,3.608,3.608,3.608,cubic
ThTcO3,1.21,0.6,-2.169,0.0,3.977,3.977,3.977,cubic
WThO3,0.63,0.94,-1.155,0.0,4.534,4.534,4.534,cubic
WPuO3,0.63,0.83,-0.394,0.0,4.305,4.305,4.305,cubic
GaVO3,0.62,0.54,-1.719,0.0,3.787,3.787,3.787,cubic
ErRhO3,1.06,0.67,-1.806,0.0,3.902,3.902,3.902,cubic
ThReO3,1.21,0.63,-1.953,0.0,3.993,3.993,3.993,cubic
